"","customer_id","revenue","most_recent_visit","number_of_orders","recency_days"
"24881",9652,1087,2006-09-21,12,102
"24882",24874,873,2004-10-24,6,799
"24883",35428,1233,2006-10-31,12,62
"24884",4665,634,2006-05-02,7,244
"24885",2889,1165,2006-12-29,15,3
"24886",35768,567,2006-06-12,8,203
"24887",28253,1462,2006-09-03,15,120
"24888",27933,1620,2006-09-23,18,100
"24889",35458,1299,2006-08-14,9,140
"24890",7576,1118,2006-10-20,13,73
"24891",24768,1273,2006-07-11,14,174
"24892",1243,1161,2006-04-30,13,246
"24893",30781,1103,2006-10-22,12,71
"24894",14765,1094,2006-08-23,9,131
"24895",12512,983,2006-07-13,10,172
"24896",650,1093,2006-07-21,11,164
"24897",6798,699,2006-11-28,10,34
"24898",325,283,2006-07-01,5,184
"24899",34608,942,2006-08-13,10,141
"24900",30333,756,2005-11-29,6,398
"24901",33832,403,2005-09-27,5,461
"24902",21605,542,2006-08-15,5,139
"24903",5127,1585,2006-09-30,16,93
"24904",29944,1312,2006-11-12,16,50
"24905",14996,1299,2006-10-11,12,82
"24906",32722,633,2005-12-30,11,367
"24907",23822,1471,2006-10-16,13,77
"24908",38914,614,2006-06-20,4,195
"24909",18183,898,2005-09-23,7,465
"24910",19971,470,2006-08-15,6,139
"24911",4426,553,2006-11-01,7,61
"24912",24373,1015,2006-10-28,8,65
"24913",27660,907,2006-09-03,15,120
"24914",33885,986,2006-03-05,11,302
"24915",11975,1018,2006-06-04,9,211
"24916",14824,669,2006-09-21,6,102
"24917",3678,765,2006-08-09,9,145
"24918",6133,737,2006-04-01,8,275
"24919",33352,1321,2006-10-16,14,77
"24920",35958,1420,2006-11-02,12,60
"24921",5507,894,2006-07-17,10,168
"24922",26967,1302,2006-08-04,12,150
"24923",17339,1277,2006-04-14,11,262
"24924",5556,570,2005-10-02,6,456
"24925",1133,1568,2006-09-08,13,115
"24926",28890,827,2006-09-08,10,115
"24927",19279,1043,2006-03-17,12,290
"24928",2996,720,2006-11-19,7,43
"24929",33144,840,2006-05-29,10,217
"24930",26025,797,2006-12-27,11,5
"24931",31683,1296,2006-11-01,13,61
"24932",1561,1126,2006-11-28,8,34
"24933",11525,1095,2006-05-24,10,222
"24934",12074,917,2006-07-30,9,155
"24935",22566,1125,2006-03-29,10,278
"24936",10403,847,2006-06-10,10,205
"24937",7505,643,2006-08-07,8,147
"24938",27911,1320,2006-08-08,13,146
"24939",5625,684,2006-06-20,7,195
"24940",153,1141,2006-09-12,13,111
"24941",3984,1012,2006-11-06,14,56
"24942",16691,979,2006-05-13,9,233
"24943",27869,1188,2006-09-13,11,110
"24944",23973,956,2006-09-02,9,121
"24945",33493,886,2005-07-22,7,528
"24946",2146,1087,2006-07-18,12,167
"24947",33876,804,2006-08-28,9,126
"24948",26814,897,2006-09-08,11,115
"24949",6574,1097,2006-06-21,12,194
"24950",37528,786,2005-11-02,8,425
"24951",39753,555,2006-01-11,6,355
"24952",5524,888,2006-06-03,8,212
"24953",39786,629,2006-10-05,8,88
"24954",27178,991,2006-08-05,11,149
"24955",23501,854,2006-07-10,10,175
"24956",28661,901,2006-07-08,10,177
"24957",35866,937,2006-08-30,12,124
"24958",4740,592,2006-11-02,7,60
"24959",4141,1227,2006-09-21,12,102
"24960",25473,430,2006-11-12,8,50
"24961",39470,1479,2006-11-23,13,39
"24962",22437,618,2005-07-18,8,532
"24963",31162,1556,2006-04-21,14,255
"24964",34104,1071,2006-06-12,12,203
"24965",34772,939,2006-10-11,6,82
"24966",15471,402,2006-09-09,5,114
"24967",14551,1092,2006-09-05,11,118
"24968",18255,1167,2005-10-01,9,457
"24969",11848,1463,2006-11-08,14,54
"24970",11616,997,2006-06-11,10,204
"24971",17014,605,2006-11-08,8,54
"24972",33543,898,2006-11-10,11,52
"24973",18804,1233,2006-08-24,14,130
"24974",10326,821,2006-09-22,9,101
"24975",7680,663,2006-06-09,8,206
"24976",982,247,2006-06-07,2,208
"24977",15067,670,2006-07-27,9,158
"24978",11797,891,2006-06-10,8,205
"24979",3427,725,2006-04-28,8,248
"24980",32217,1558,2006-09-26,13,97
"24981",5315,620,2006-10-19,8,74
"24982",603,781,2006-09-22,11,101
"24983",16626,1180,2006-02-23,11,312
"24984",35910,611,2006-11-22,7,40
"24985",27318,1028,2006-09-03,9,120
"24986",19536,408,2006-06-10,5,205
"24987",26240,1039,2006-11-19,10,43
"24988",18842,662,2006-10-19,9,74
"24989",36982,662,2006-05-12,7,234
"24990",32164,1072,2006-07-03,11,182
"24991",25698,694,2006-08-21,8,133
"24992",8338,1469,2006-05-19,14,227
"24993",26274,778,2006-10-25,7,68
"24994",22559,680,2006-08-02,12,152
"24995",10337,754,2006-09-18,10,105
"24996",10373,1163,2006-07-01,12,184
"24997",37832,1409,2006-12-11,15,21
"24998",21054,1125,2006-08-28,11,126
"24999",35572,1112,2006-08-29,10,125
"25000",37359,984,2006-06-11,11,204
"25001",31435,794,2006-10-27,7,66
"25002",11442,628,2006-11-03,8,59
"25003",32413,1342,2006-07-25,11,160
"25004",2950,1297,2006-10-30,16,63
"25005",25831,1071,2006-03-11,11,296
"25006",21260,465,2006-12-16,5,16
"25007",26263,325,2006-04-27,5,249
"25008",10067,578,2006-04-01,7,275
"25009",43,515,2006-07-14,10,171
"25010",22505,906,2006-03-31,9,276
"25011",25757,706,2006-05-10,9,236
"25012",38017,943,2006-02-15,12,320
"25013",3647,1152,2006-06-02,13,213
"25014",17295,1309,2006-11-15,14,47
"25015",15414,906,2006-04-28,10,248
"25016",33535,486,2006-06-09,6,206
"25017",32274,1361,2006-10-19,13,74
"25018",16938,1246,2006-08-03,13,151
"25019",22129,1360,2006-09-07,10,116
"25020",12075,1336,2006-07-16,14,169
"25021",2601,844,2006-09-21,9,102
"25022",9705,677,2006-09-04,8,119
"25023",36594,748,2005-10-19,7,439
"25024",14978,734,2006-02-06,5,329
"25025",19831,574,2005-08-25,6,494
"25026",27216,885,2006-05-03,12,243
"25027",25432,651,2005-06-17,5,563
"25028",25279,891,2006-05-11,8,235
"25029",24623,812,2006-01-03,9,363
"25030",4867,567,2005-11-17,12,410
"25031",34124,920,2005-10-04,7,454
"25032",21167,1497,2006-09-03,13,120
"25033",12540,1106,2006-03-21,12,286
"25034",24189,1458,2006-06-18,15,197
"25035",19761,754,2006-06-15,7,200
"25036",33842,1049,2006-10-28,11,65
"25037",34566,1068,2006-10-28,12,65
"25038",6757,568,2006-09-28,6,95
"25039",26452,1426,2006-07-25,11,160
"25040",13702,848,2005-06-28,8,552
"25041",195,1608,2006-07-20,14,165
"25042",3911,978,2006-08-01,13,153
"25043",3592,1332,2005-12-19,12,378
"25044",25405,1209,2006-08-03,10,151
"25045",33315,884,2006-12-02,9,30
"25046",8303,1998,2006-09-05,18,118
"25047",3787,844,2006-10-03,7,90
"25048",33668,1066,2006-06-01,13,214
"25049",23096,843,2005-12-31,8,366
"25050",11007,586,2006-07-03,5,182
"25051",30017,700,2006-06-26,8,189
"25052",6421,807,2005-12-25,10,372
"25053",6092,1352,2006-07-25,12,160
"25054",35347,579,2005-11-18,8,409
"25055",12127,508,2006-03-10,6,297
"25056",16593,1133,2006-09-13,10,110
"25057",8958,587,2005-12-19,8,378
"25058",23000,1563,2006-09-16,12,107
"25059",28395,1245,2006-10-31,13,62
"25060",13227,782,2006-08-07,8,147
"25061",38794,451,2006-11-28,6,34
"25062",26821,1052,2006-09-30,11,93
"25063",23322,757,2006-03-23,7,284
"25064",15220,1451,2006-09-22,12,101
"25065",23174,692,2006-11-24,8,38
"25066",6623,1502,2006-09-24,14,99
"25067",38217,1497,2005-12-02,16,395
"25068",26755,1102,2006-12-06,11,26
"25069",176,1180,2006-10-03,10,90
"25070",27182,918,2006-11-24,9,38
"25071",24357,748,2006-03-21,8,286
"25072",2810,972,2006-12-25,11,7
"25073",24886,1178,2006-08-16,12,138
"25074",9629,535,2006-04-26,4,250
"25075",18362,829,2006-11-06,9,56
"25076",705,386,2006-04-23,4,253
"25077",16738,1324,2006-09-19,12,104
"25078",39301,976,2006-07-08,10,177
"25079",25730,1023,2006-07-02,11,183
"25080",29345,1180,2006-09-26,9,97
"25081",18015,1202,2006-08-25,9,129
"25082",22038,908,2006-08-14,9,140
"25083",24358,1342,2006-11-10,12,52
"25084",6706,1092,2006-02-05,11,330
"25085",6279,1569,2006-10-16,14,77
"25086",27603,950,2006-11-06,8,56
"25087",30539,731,2006-03-15,10,292
"25088",4635,619,2006-07-20,10,165
"25089",21317,956,2006-04-15,9,261
"25090",6338,908,2006-08-27,8,127
"25091",17833,870,2006-06-21,10,194
"25092",6463,1169,2006-12-06,12,26
"25093",18266,565,2006-11-15,7,47
"25094",17326,1032,2006-07-17,13,168
"25095",36633,999,2006-07-06,10,179
"25096",15572,1304,2006-07-29,11,156
"25097",2020,994,2006-01-11,9,355
"25098",28433,1414,2006-12-13,11,19
"25099",38811,688,2006-05-26,11,220
"25100",24984,1068,2006-11-23,11,39
"25101",7250,1034,2006-06-13,12,202
"25102",18186,549,2006-12-18,5,14
"25103",3316,793,2006-08-28,7,126
"25104",6458,1717,2006-10-23,16,70
"25105",38390,416,2006-07-05,7,180
"25106",36857,543,2006-08-01,8,153
"25107",6404,803,2006-07-12,8,173
"25108",17137,1389,2005-10-06,13,452
"25109",33588,1120,2006-07-26,9,159
"25110",37007,652,2005-07-19,7,531
"25111",19316,958,2006-06-07,11,208
"25112",33499,1177,2006-06-08,10,207
"25113",11667,848,2006-08-04,12,150
"25114",11469,1086,2005-12-04,10,393
"25115",767,2066,2006-09-26,17,97
"25116",17302,649,2006-07-05,8,180
"25117",14683,1368,2005-12-17,13,380
"25118",21105,1507,2006-12-08,14,24
"25119",20722,346,2005-09-24,4,464
"25120",12455,845,2006-12-13,10,19
"25121",20295,1587,2006-10-20,17,73
"25122",29203,1050,2006-07-26,9,159
"25123",33480,527,2006-06-10,10,205
"25124",30982,639,2006-06-25,7,190
"25125",24863,1203,2006-12-10,11,22
"25126",23665,971,2006-05-04,10,242
"25127",39581,575,2006-08-29,10,125
"25128",38788,1256,2006-12-20,12,12
"25129",6899,813,2006-11-14,10,48
"25130",34101,1223,2006-11-17,11,45
"25131",33328,1470,2005-12-05,17,392
"25132",32339,1084,2006-08-01,11,153
"25133",17829,1027,2006-09-22,13,101
"25134",30932,1010,2006-11-24,14,38
"25135",7038,1006,2006-09-30,8,93
"25136",17501,774,2006-10-10,9,83
"25137",31396,673,2005-10-16,7,442
"25138",20374,995,2005-06-25,7,555
"25139",15195,1220,2006-07-18,11,167
"25140",1559,841,2006-11-11,10,51
"25141",6013,444,2006-07-01,5,184
"25142",21500,1040,2006-12-27,10,5
"25143",3372,821,2006-08-25,6,129
"25144",27058,1196,2006-08-09,12,145
"25145",22359,724,2006-06-24,10,191
"25146",39231,1139,2006-09-15,10,108
"25147",5289,969,2006-08-25,13,129
"25148",17452,762,2005-08-10,9,509
"25149",17754,990,2006-04-29,9,247
"25150",13133,1270,2006-10-12,14,81
"25151",3584,256,2006-03-08,5,299
"25152",33290,1339,2006-07-20,12,165
"25153",287,1017,2006-09-16,9,107
"25154",7752,868,2006-08-01,9,153
"25155",21961,911,2006-12-05,10,27
"25156",272,998,2006-04-02,9,274
"25157",15834,821,2006-11-01,7,61
"25158",15859,1323,2006-10-28,14,65
"25159",24677,1207,2005-12-07,9,390
"25160",3882,769,2006-01-14,10,352
"25161",39261,721,2006-08-18,7,136
"25162",13621,1188,2006-04-23,11,253
"25163",34014,1088,2006-09-06,10,117
"25164",3895,577,2005-07-17,8,533
"25165",8228,810,2006-12-26,9,6
"25166",39240,662,2006-06-04,7,211
"25167",31816,1119,2006-09-02,12,121
"25168",23250,984,2006-04-22,10,254
"25169",20006,730,2006-09-21,8,102
"25170",26379,1127,2006-04-24,11,252
"25171",2626,635,2006-08-11,7,143
"25172",7892,637,2006-04-22,6,254
"25173",4998,567,2006-07-09,7,176
"25174",17228,1292,2006-09-28,10,95
"25175",39257,843,2006-10-05,10,88
"25176",33400,875,2006-09-25,12,98
"25177",6541,1216,2006-10-17,11,76
"25178",16505,245,2006-02-06,3,329
"25179",8433,1285,2006-10-14,13,79
"25180",10319,1314,2006-07-01,10,184
"25181",36646,768,2006-11-14,9,48
"25182",4498,678,2006-06-24,9,191
"25183",19678,432,2005-12-05,5,392
"25184",9625,939,2006-09-26,9,97
"25185",23746,781,2006-06-10,8,205
"25186",23066,660,2006-09-27,8,96
"25187",37355,1204,2005-12-31,11,366
"25188",29734,1102,2005-08-15,15,504
"25189",23021,1337,2006-09-17,16,106
"25190",15896,296,2005-01-29,5,702
"25191",29661,606,2006-09-30,6,93
"25192",31645,1335,2006-10-08,12,85
"25193",6119,1013,2006-06-25,11,190
"25194",13497,411,2005-07-27,6,523
"25195",17641,383,2006-08-26,5,128
"25196",27692,1380,2006-07-15,11,170
"25197",35454,1031,2006-10-02,11,91
"25198",21983,568,2006-06-15,6,200
"25199",39612,776,2006-11-18,10,44
"25200",38275,721,2006-10-31,12,62
"25201",17423,1288,2006-11-10,13,52
"25202",9954,347,2005-07-08,4,542
"25203",27021,905,2006-07-29,9,156
"25204",27627,1469,2006-06-03,15,212
"25205",12733,943,2006-08-10,9,144
"25206",19194,599,2006-09-15,7,108
"25207",30004,314,2006-05-14,6,232
"25208",24367,900,2006-08-15,9,139
"25209",4105,870,2006-07-25,7,160
"25210",30201,451,2006-05-13,6,233
"25211",30241,881,2006-11-01,11,61
"25212",34535,818,2006-07-21,8,164
"25213",13550,1997,2006-04-27,16,249
"25214",10254,1771,2006-09-20,16,103
"25215",16233,832,2006-10-08,10,85
"25216",39698,1761,2006-01-02,14,364
"25217",22121,240,2006-10-18,4,75
"25218",16913,1358,2006-05-30,13,216
"25219",37583,808,2006-09-13,8,110
"25220",9368,1293,2006-10-18,10,75
"25221",37922,682,2006-08-25,7,129
"25222",15546,1006,2006-10-06,10,87
"25223",27313,466,2005-09-03,3,485
"25224",13627,406,2006-08-25,6,129
"25225",17999,297,2006-03-15,3,292
"25226",24828,965,2006-03-13,8,294
"25227",22123,848,2006-01-05,11,361
"25228",19913,371,2005-12-23,4,374
"25229",226,965,2006-09-06,9,117
"25230",3026,175,2006-09-22,3,101
"25231",38645,939,2006-10-14,8,79
"25232",91,829,2006-08-21,9,133
"25233",16085,1373,2005-10-06,11,452
"25234",8745,1195,2006-11-26,12,36
"25235",12097,482,2006-07-28,7,157
"25236",37970,980,2005-10-06,9,452
"25237",18538,635,2006-11-05,7,57
"25238",20353,678,2006-01-02,6,364
"25239",11918,532,2005-06-07,5,573
"25240",28934,402,2006-05-21,6,225
"25241",5549,869,2006-06-06,9,209
"25242",762,1024,2006-07-26,10,159
"25243",20641,971,2006-11-08,13,54
"25244",11129,673,2006-09-30,7,93
"25245",15378,1284,2006-07-02,14,183
"25246",5607,1082,2006-10-31,11,62
"25247",1261,815,2006-09-22,10,101
"25248",11440,1164,2006-08-26,11,128
"25249",2824,1041,2006-07-12,9,173
"25250",6997,731,2006-07-29,9,156
"25251",17078,677,2006-09-18,9,105
"25252",26282,522,2006-09-09,7,114
"25253",34480,788,2005-11-04,9,423
"25254",19783,1635,2006-06-30,13,185
"25255",37199,537,2005-09-27,5,461
"25256",19566,1232,2006-09-12,12,111
"25257",37120,676,2006-06-30,9,185
"25258",24753,1129,2006-01-17,9,349
"25259",14759,1009,2006-07-22,10,163
"25260",29802,754,2006-11-07,9,55
"25261",24333,756,2006-03-19,9,288
"25262",21893,758,2006-10-18,11,75
"25263",34013,283,2006-05-11,5,235
"25264",6995,860,2006-04-14,11,262
"25265",18967,1371,2006-06-30,13,185
"25266",9153,356,2005-12-27,4,370
"25267",25034,946,2005-12-12,12,385
"25268",1123,1612,2006-10-25,18,68
"25269",5616,1397,2006-08-28,14,126
"25270",34947,891,2006-01-07,10,359
"25271",10123,1238,2006-11-19,14,43
"25272",22261,354,2006-02-11,5,324
"25273",23520,795,2006-08-23,9,131
"25274",36655,1631,2006-08-28,16,126
"25275",18799,1063,2006-11-10,11,52
"25276",30789,1227,2006-10-11,10,82
"25277",12003,1104,2006-05-31,11,215
"25278",15150,1631,2006-11-26,18,36
"25279",20257,1081,2006-10-05,13,88
"25280",19429,1178,2006-12-21,13,11
"25281",24580,1398,2006-08-28,16,126
"25282",19911,1421,2006-04-04,13,272
"25283",38805,534,2006-10-28,9,65
"25284",14199,794,2006-04-02,6,274
"25285",9593,1159,2006-11-15,12,47
"25286",15159,1041,2006-12-11,9,21
"25287",31058,589,2005-09-16,4,472
"25288",10070,767,2006-08-07,10,147
"25289",38021,982,2006-07-01,9,184
"25290",9476,844,2006-07-20,12,165
"25291",35991,1148,2006-09-09,11,114
"25292",7882,1165,2006-09-05,13,118
"25293",18669,1266,2006-10-29,14,64
"25294",32033,989,2006-03-05,13,302
"25295",17722,492,2006-05-24,6,222
"25296",10381,1180,2006-11-09,12,53
"25297",37057,1429,2006-10-21,14,72
"25298",11674,958,2006-04-19,8,257
"25299",37674,1651,2006-11-17,16,45
"25300",395,1605,2006-04-11,19,265
"25301",25610,644,2005-07-08,5,542
"25302",17320,606,2005-11-20,7,407
"25303",26794,797,2006-12-25,9,7
"25304",39203,1538,2006-06-13,16,202
"25305",17699,935,2005-08-30,12,489
"25306",12230,805,2006-05-05,10,241
"25307",6685,538,2005-10-18,7,440
"25308",20057,811,2006-09-05,9,118
"25309",1703,1608,2006-09-14,16,109
"25310",33514,1867,2006-10-30,16,63
"25311",24806,861,2006-11-21,10,41
"25312",9135,1186,2006-05-09,13,237
"25313",1421,1007,2006-10-07,7,86
"25314",26052,1216,2006-09-27,11,96
"25315",2624,717,2006-08-25,8,129
"25316",33708,502,2006-03-23,5,284
"25317",1649,738,2006-07-06,8,179
"25318",9225,665,2006-09-13,8,110
"25319",6001,1369,2006-08-07,12,147
"25320",1849,1860,2006-12-02,16,30
"25321",29535,1090,2006-10-10,11,83
"25322",33086,737,2006-06-26,11,189
"25323",39946,960,2006-07-05,10,180
"25324",38415,1108,2006-07-12,14,173
"25325",18515,1669,2006-12-03,20,29
"25326",28683,1457,2006-04-22,13,254
"25327",2909,1879,2006-11-17,17,45
"25328",33281,596,2005-10-27,5,431
"25329",23328,907,2006-11-21,12,41
"25330",16038,553,2006-06-18,6,197
"25331",27812,1421,2006-12-29,12,3
"25332",39696,748,2006-10-04,6,89
"25333",30269,1261,2006-07-01,12,184
"25334",17336,1209,2006-06-08,12,207
"25335",30196,1753,2005-10-13,14,445
"25336",19640,1202,2006-06-20,14,195
"25337",27902,1078,2006-09-02,9,121
"25338",9711,1090,2006-06-15,13,200
"25339",18776,1188,2006-05-08,11,238
"25340",965,1103,2006-10-07,11,86
"25341",32268,822,2006-12-07,8,25
"25342",11067,1071,2006-04-13,11,263
"25343",2924,980,2006-04-25,8,251
"25344",30271,2484,2006-08-15,24,139
"25345",8385,832,2006-12-02,8,30
"25346",10160,674,2006-04-07,8,269
"25347",6695,772,2006-08-27,8,127
"25348",9531,1061,2006-10-17,12,76
"25349",9710,606,2006-10-20,8,73
"25350",39604,568,2006-04-11,8,265
"25351",11081,894,2006-02-13,9,322
"25352",3820,508,2006-06-10,6,205
"25353",30797,1626,2006-11-30,16,32
"25354",408,778,2006-12-22,6,10
"25355",9019,1452,2006-09-10,14,113
"25356",39188,1202,2006-07-24,13,161
"25357",14024,914,2006-08-07,12,147
"25358",38952,801,2006-05-23,10,223
"25359",10034,636,2006-12-12,7,20
"25360",5850,985,2006-06-10,9,205
"25361",24396,1016,2006-09-26,9,97
"25362",21845,1308,2006-05-10,13,236
"25363",39209,1555,2006-12-24,12,8
"25364",8428,697,2006-09-18,8,105
"25365",15413,577,2006-07-03,10,182
"25366",26364,919,2006-08-10,10,144
"25367",33447,1589,2006-05-03,15,243
"25368",39923,534,2006-06-01,9,214
"25369",14539,882,2006-06-06,9,209
"25370",5609,649,2006-05-19,5,227
"25371",1460,1048,2006-05-31,11,215
"25372",10857,605,2005-10-20,8,438
"25373",1429,940,2006-05-27,10,219
"25374",4365,581,2006-07-05,6,180
"25375",33105,885,2006-09-16,10,107
"25376",17806,644,2006-07-04,13,181
"25377",7230,1029,2006-09-26,13,97
"25378",10799,693,2006-11-03,8,59
"25379",35554,697,2006-07-05,11,180
"25380",33661,1156,2006-03-31,8,276
"25381",1343,1065,2006-10-19,12,74
"25382",28039,1129,2006-08-05,12,149
"25383",31390,954,2006-07-02,8,183
"25384",24917,1418,2006-10-25,13,68
"25385",13659,1177,2006-07-22,14,163
"25386",32953,1574,2006-09-10,15,113
"25387",8348,861,2006-07-14,8,171
"25388",2237,1194,2006-07-21,15,164
"25389",6849,458,2006-10-21,7,72
"25390",11938,1169,2006-11-04,12,58
"25391",24433,512,2006-08-16,8,138
"25392",33594,915,2006-11-26,8,36
"25393",4652,1120,2006-04-14,11,262
"25394",34374,1224,2005-12-30,13,367
"25395",20674,513,2005-10-29,5,429
"25396",38849,845,2006-06-27,8,188
"25397",33498,847,2005-11-11,7,416
"25398",10802,315,2005-11-12,3,415
"25399",27243,930,2005-09-17,7,471
"25400",33457,1011,2006-05-06,10,240
"25401",18519,952,2006-06-05,10,210
"25402",2515,1027,2006-08-13,11,141
"25403",20725,1065,2006-06-21,12,194
"25404",35360,943,2006-08-11,11,143
"25405",32691,1202,2006-10-16,11,77
"25406",8887,480,2006-03-22,6,285
"25407",19239,1214,2006-08-03,10,151
"25408",32312,829,2006-03-07,7,300
"25409",30449,754,2006-03-07,8,300
"25410",35497,790,2006-05-16,9,230
"25411",34909,699,2006-11-24,6,38
"25412",34973,1244,2006-07-26,12,159
"25413",12806,1209,2005-11-18,11,409
"25414",4179,572,2006-03-19,8,288
"25415",11355,1714,2006-11-04,18,58
"25416",7560,1185,2006-07-28,11,157
"25417",29041,923,2006-10-04,11,89
"25418",3987,1592,2006-07-20,16,165
"25419",20123,705,2006-09-27,8,96
"25420",14394,1098,2006-07-05,12,180
"25421",5155,548,2006-08-21,7,133
"25422",5324,976,2006-12-29,11,3
"25423",11209,1273,2005-11-13,10,414
"25424",8942,1068,2006-06-01,9,214
"25425",16886,725,2006-09-21,10,102
"25426",14136,927,2006-03-01,10,306
"25427",26233,542,2006-07-16,5,169
"25428",27982,1780,2006-10-14,20,79
"25429",5676,358,2006-06-16,5,199
"25430",6377,1360,2006-10-23,12,70
"25431",11719,1664,2006-05-17,17,229
"25432",7786,991,2005-07-28,8,522
"25433",7831,832,2006-08-21,9,133
"25434",8260,1631,2006-06-27,12,188
"25435",38832,1956,2006-12-23,17,9
"25436",19006,1289,2005-10-20,13,438
"25437",3998,1059,2006-05-20,12,226
"25438",5652,415,2006-10-02,4,91
"25439",25002,797,2006-04-07,8,269
"25440",25319,1060,2006-10-21,15,72
"25441",37850,1125,2006-12-24,10,8
"25442",36744,365,2006-08-16,4,138
"25443",34833,946,2006-07-08,10,177
"25444",1268,580,2006-07-20,7,165
"25445",32292,351,2006-10-03,6,90
"25446",7285,842,2006-09-12,11,111
"25447",39492,1190,2006-08-04,12,150
"25448",13440,773,2006-12-07,7,25
"25449",11290,1103,2006-07-06,16,179
"25450",34781,643,2006-06-21,7,194
"25451",26,344,2005-08-02,6,517
"25452",6228,1447,2006-07-25,14,160
"25453",13354,841,2006-07-24,10,161
"25454",12969,1346,2006-07-04,16,181
"25455",18279,1023,2006-12-09,11,23
"25456",1301,1546,2006-08-18,14,136
"25457",8072,591,2005-09-26,7,462
"25458",19253,865,2006-06-15,7,200
"25459",22710,524,2006-04-08,6,268
"25460",13894,1157,2006-04-25,11,251
"25461",4577,983,2006-07-02,11,183
"25462",22783,1118,2006-07-11,12,174
"25463",14991,1446,2006-10-21,13,72
"25464",13043,977,2005-12-11,8,386
"25465",1877,1300,2006-05-23,12,223
"25466",11420,304,2006-12-21,5,11
"25467",16438,906,2006-09-25,7,98
"25468",16645,581,2006-06-30,5,185
"25469",35553,873,2005-09-27,13,461
"25470",16477,464,2006-06-07,7,208
"25471",3873,936,2006-07-30,10,155
"25472",14664,975,2006-09-20,9,103
"25473",9234,845,2006-07-20,8,165
"25474",37840,1170,2005-09-28,11,460
"25475",16868,644,2006-06-22,9,193
"25476",6330,844,2006-10-05,9,88
"25477",23014,1054,2006-08-27,12,127
"25478",31418,1281,2006-09-15,12,108
"25479",8559,1096,2006-10-04,8,89
"25480",2293,592,2005-06-16,7,564
"25481",25035,1020,2006-09-15,11,108
"25482",20714,1085,2006-05-19,10,227
"25483",12704,1227,2006-12-27,11,5
"25484",29971,1011,2006-05-18,10,228
"25485",6420,239,2006-06-20,6,195
"25486",7116,1148,2005-08-16,11,503
"25487",29698,861,2006-09-20,10,103
"25488",13576,482,2006-10-04,4,89
"25489",127,837,2006-05-07,12,239
"25490",18771,723,2006-04-16,9,260
"25491",31864,1517,2006-11-16,15,46
"25492",34674,733,2005-06-22,9,558
"25493",34136,1099,2006-05-20,11,226
"25494",1181,922,2006-07-01,10,184
"25495",24146,222,2006-09-05,4,118
"25496",30834,877,2006-06-15,7,200
"25497",32814,802,2006-11-26,10,36
"25498",1926,865,2006-11-04,11,58
"25499",10382,1035,2006-07-10,10,175
"25500",38487,1582,2006-07-19,17,166
"25501",21286,1266,2006-05-11,12,235
"25502",16735,1413,2006-08-07,10,147
"25503",11406,441,2005-09-21,6,467
"25504",10827,845,2006-10-18,12,75
"25505",25244,699,2006-11-05,10,57
"25506",13860,642,2006-06-25,7,190
"25507",35568,747,2006-04-09,9,267
"25508",31566,816,2006-01-15,10,351
"25509",15149,446,2006-08-27,6,127
"25510",32372,1398,2006-07-04,17,181
"25511",24896,1434,2006-09-02,15,121
"25512",29427,1136,2006-09-20,10,103
"25513",27659,523,2006-11-09,7,53
"25514",1763,82,2006-07-25,2,160
"25515",5304,526,2006-05-09,6,237
"25516",26373,887,2006-06-14,11,201
"25517",2976,830,2006-08-17,9,137
"25518",36324,464,2006-09-29,6,94
"25519",13943,1453,2006-04-15,14,261
"25520",28278,729,2006-09-24,11,99
"25521",12716,692,2006-07-11,10,174
"25522",15853,251,2006-06-13,4,202
"25523",13255,545,2006-07-26,6,159
"25524",3365,696,2006-05-18,7,228
"25525",14898,930,2006-02-27,11,308
"25526",12552,810,2005-10-28,9,430
"25527",26460,947,2006-08-22,9,132
"25528",4383,619,2006-10-03,7,90
"25529",9833,2083,2006-07-20,19,165
"25530",15570,746,2006-09-07,9,116
"25531",9821,479,2005-07-22,7,528
"25532",34282,488,2006-04-26,8,250
"25533",32111,659,2006-10-06,6,87
"25534",29584,868,2006-06-10,8,205
"25535",17691,815,2006-09-20,13,103
"25536",15223,973,2006-12-09,14,23
"25537",28794,1051,2006-08-23,13,131
"25538",3915,513,2005-05-16,5,595
"25539",22063,1235,2006-10-21,12,72
"25540",12743,446,2006-02-16,6,319
"25541",370,557,2005-08-09,5,510
"25542",1889,784,2006-11-27,10,35
"25543",31991,777,2006-10-09,6,84
"25544",27757,594,2006-06-30,7,185
"25545",20779,1457,2006-10-11,14,82
"25546",5182,780,2006-10-19,10,74
"25547",33050,1983,2006-10-18,17,75
"25548",8471,956,2006-08-15,9,139
"25549",38223,1267,2006-09-23,14,100
"25550",12600,1071,2006-11-13,12,49
"25551",32694,1665,2006-08-14,13,140
"25552",32569,966,2006-04-25,9,251
"25553",4254,1733,2006-08-27,14,127
"25554",2545,1433,2006-06-13,13,202
"25555",28841,1141,2006-11-29,10,33
"25556",28230,564,2006-08-18,6,136
"25557",12471,1041,2006-05-26,14,220
"25558",27835,1492,2006-12-18,12,14
"25559",33026,704,2006-01-13,9,353
"25560",6658,1274,2006-06-24,13,191
"25561",17503,977,2006-06-25,9,190
"25562",37409,792,2006-08-30,10,124
"25563",8411,799,2006-05-21,8,225
"25564",30292,1096,2006-10-23,14,70
